,product_name,brand_name,rating,rating_count,marked_price,discounted_price,sizes,product_link,img_link,product_tag,brand_tag,discount_amount,discount_percent,tags,seller_address,meta_description,meta_keyword
317,Kids Cotton Round Neck T-shirt,GOJI,3.8,5,1599,239,"2-3Y,3-4Y,4-5Y,5-6Y,6-7Y,7-8Y",tshirts/goji/goji-kids-navy-blue-solid-cotton-round-neck-t-shirt/15179074/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15179074/2021/9/9/06072365-9d6f-4acf-ad46-6d076016b55b1631169827566BoysGreyWonderKidTshirtTshirtsGOJIUnisexKids1.jpg",tshirts,goji,1360,85,"clothing,unisex-kids-clothing,tshirts,goji-tshirts",Punjab - 141007,Buy GOJI Kids Navy Blue Solid Cotton Round Neck T Shirt - Tshirts for Unisex Kids from GOJI at Rs. 239. Style ID: 15179074,"GOJI Kids Navy Blue Solid Cotton Round Neck T Shirt,  GOJI, Tshirts, Topwear, Apparel, Apparel for Unisex Kids, Buy GOJI Kids Navy Blue Solid Cotton Round Neck T Shirt Online in India, Buy Tshirts at best price"
318,Printed Gathered A-Line Dress,URBANIC,4.7,13,1790,895,"M,L,XL,XXL",dresses/urbanic/urbanic-black--golden-polka-dots-print-gathered-a-line-dress/15628396/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15628396/2021/9/30/8fa9abfb-524b-4c5e-a877-0f0019ef32561632975073345URBANICBeigeSelf-StripedTie-UpSweaterMiniDressDressesURBANIC1.jpg",dresses,urbanic,895,50,"clothing,women-clothing,dresses,urbanic-dresses",HARYANA - 122008,Buy URBANIC Black & Golden Polka Dots Print Gathered A Line Dress - Dresses for Women from URBANIC at Rs. 1074. Style ID: 15628396,"URBANIC Black & Golden Polka Dots Print Gathered A Line Dress,  URBANIC, Dresses, Dress, Apparel, Apparel for Women, Buy URBANIC Black & Golden Polka Dots Print Gathered A Line Dress Online in India, Buy Dresses at best price"
319,Women Solid Top,AKKRITI BY PANTALOONS,3.0,5,799,799,"XS,S,M,L,XL",tops/akkriti-by-pantaloons/akkriti-by-pantaloons-women-off-white-solid-top/17302234/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17302234/2022/2/26/fe7300e8-2204-4ced-9462-0db6ab87a8fb1645815460621AKKRITIBYPANTALOONSOffWhiteTop1.jpg",tops,akkriti-by-pantaloons,0,0,"clothing,women-clothing,tops,akkriti-by-pantaloons-tops",Karnataka - 560044,Buy AKKRITI BY PANTALOONS Women Off White Solid Top - Tops for Women from AKKRITI BY PANTALOONS at Rs. 799. Style ID: 17302234,"AKKRITI BY PANTALOONS Women Off White Solid Top,  AKKRITI BY PANTALOONS, Tops, Topwear, Apparel, Apparel for Women, Buy AKKRITI BY PANTALOONS Women Off White Solid Top Online in India, Buy Tops at best price"
320,Women Set Of 2 Analogue Watch,CARLINGTON,0.0,0,7999,1599,Onesize,watches/carlington/carlington-women-set-of-2-black--silver-toned-analogue-watch-ct2003-ct2010/16325498/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16325498/2021/12/1/a2e83f0e-9787-4651-b9a7-a6e7cfd796d01638359821406Watches1.jpg",watches,carlington,6400,80,"accessories,women-accessories,watches,carlington-watches",West Bengal - 700054,Buy CARLINGTON Women Set Of 2 Black & Silver Toned Analogue Watch CT2003 CT2010 - Watches for Women from CARLINGTON at Rs. 1599. Style ID: 16325498,"CARLINGTON Women Set Of 2 Black & Silver Toned Analogue Watch CT2003 CT2010,  CARLINGTON, Watches, Watches, Accessories, Accessories for Women, Buy CARLINGTON Women Set Of 2 Black & Silver Toned Analogue Watch CT2003 CT2010 Online in India, Buy Watches at best price"
321,Mini Straightener & Curler,WAHL,2.8,6,2000,1000,Onesize,hair-appliance/wahl/wahl-pink-wchs6-1824-lollipop-mini-straightener--curler/13279902/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13279902/2022/1/6/06d35806-b3ae-477f-86ab-c85d44ea082f1641452523699-WAHL-Pink-WCHS6-1824-Lollipop-Mini-Straightener--Curler-1391-1.jpg",hair-appliance,wahl,1000,50,"personal-care,women-personal-care,hair-appliance,wahl-hair-appliance",Delhi - 110020,Buy WAHL Pink WCHS6 1824 Lollipop Mini Straightener & Curler - Hair Appliance for Women from WAHL at Rs. 800. Style ID: 13279902,"WAHL Pink WCHS6 1824 Lollipop Mini Straightener & Curler,  WAHL, Hair Appliance, Styling Tool And Appliance, Personal Care, Personal Care for Women, Buy WAHL Pink WCHS6 1824 Lollipop Mini Straightener & Curler Online in India, Buy Hair Appliance at best price"
322,Sheath Mini Dress,Emmyrobe,3.6,8,3799,999,"XS,S,M,L,XL,XXL,3XL",dresses/emmyrobe/emmyrobe-black-sheath-mini-dress/16022792/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16022792/2021/11/6/47f1e9f8-fd01-4cc0-aa45-9ca56b41e0a11636194997080EmmyrobeBlackSheathDress1.jpg",dresses,emmyrobe,2800,73,"clothing,women-clothing,dresses,emmyrobe-dresses",Gujarat - 395010,Buy Emmyrobe Black Sheath Mini Dress - Dresses for Women from Emmyrobe at Rs. 999. Style ID: 16022792,"Emmyrobe Black Sheath Mini Dress,  Emmyrobe, Dresses, Dress, Apparel, Apparel for Women, Buy Emmyrobe Black Sheath Mini Dress Online in India, Buy Dresses at best price"
323,Solid Frilled Sleeves Top,DressBerry,4.4,22,899,539,"XS,S,M,L,XL",tops/dressberry/dressberry-women-violet-solid-frilled-sleeves-top/16953106/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16953106/2022/5/24/cf2024fc-ce4c-4313-bbdd-932de63899fd1653384461052-DressBerry-Purple-Top-5341653384460470-1.jpg",tops,dressberry,360,40,"clothing,women-clothing,tops,dressberry-tops",Delhi - 110019,Buy DressBerry Women Violet Solid Frilled Sleeves Top - Tops for Women from DressBerry at Rs. 494. Style ID: 16953106,"DressBerry Women Violet Solid Frilled Sleeves Top,  DressBerry, Tops, Topwear, Apparel, Apparel for Women, Buy DressBerry Women Violet Solid Frilled Sleeves Top Online in India, Buy Tops at best price"
324,Men Henley Neck Pure Cotton T-shirt,Bushirt,4.0,19,1399,461,"S,M,L,XL,XXL",tshirts/bushirt/bushirt-men-black-pure-cotton-henley-neck-pure-cotton-t-shirt/15599822/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15599822/2021/9/24/3e16f510-584e-410a-9f88-3bd2f2a8484c1632471954960BushirtMenBlackHenleyNeckPocketsT-shirt1.jpg",tshirts,bushirt,938,67,"clothing,men-clothing,tshirts,bushirt-tshirts",Karnataka - 560027,Buy Bushirt Men Black Pure Cotton Henley Neck Pure Cotton T Shirt - Tshirts for Men from Bushirt at Rs. 461. Style ID: 15599822,"Bushirt Men Black Pure Cotton Henley Neck Pure Cotton T Shirt,  Bushirt, Tshirts, Topwear, Apparel, Apparel for Men, Buy Bushirt Men Black Pure Cotton Henley Neck Pure Cotton T Shirt Online in India, Buy Tshirts at best price"
325,Men Printed Sweatshirt,HIGHLANDER,4.1,214,1599,719,"S,M,L,XL",sweatshirts/highlander/highlander-men-navy-blue-printed-hooded-sweatshirt/15907500/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15907500/2021/10/23/0e78c7ad-6593-4846-8b9a-84a01cc154c51634967634450HIGHLANDERMenNavyBluePrintedHoodedSweatshirt1.jpg",sweatshirts,highlander,880,55,"clothing,men-clothing,sweatshirts,highlander-sweatshirts",KARNATAKA - 562106,Buy HIGHLANDER Men Navy Blue Printed Hooded Sweatshirt - Sweatshirts for Men from HIGHLANDER at Rs. 719. Style ID: 15907500,"HIGHLANDER Men Navy Blue Printed Hooded Sweatshirt,  HIGHLANDER, Sweatshirts, Topwear, Apparel, Apparel for Men, Buy HIGHLANDER Men Navy Blue Printed Hooded Sweatshirt Online in India, Buy Sweatshirts at best price"
326,Men Pack of 2 Solid Trunks,Chromozome,0.0,0,470,470,"S,M,L",trunk/chromozome/chromozome-men-pack-of-2-black-solid-trunks-8902733542111-v2/17872566/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17872566/2022/5/31/6c3af659-e559-4a7b-a3ea-3bc4903046d31653992643832-Chromozome-Men-Pack-of-2-Black-Solid-Trunks-8902733542111-V2-1.jpg",trunk,chromozome,0,0,"clothing,men-clothing,trunk,chromozome-trunk",Delhi - 110020,Buy Chromozome Men Pack Of 2 Black Solid Trunks 8902733542111 V2 - Trunk for Men from Chromozome at Rs. 329. Style ID: 17872566,"Chromozome Men Pack Of 2 Black Solid Trunks 8902733542111 V2,  Chromozome, Trunk, Innerwear, Apparel, Apparel for Men, Buy Chromozome Men Pack Of 2 Black Solid Trunks 8902733542111 V2 Online in India, Buy Trunk at best price"
327,Women Semi Transparent Belt,MANGO,0.0,0,2390,2031,"26,28,30",belts/mango/mango-women-green-semi-transparent-belt/18257384/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18257384/2022/5/26/4b15ff27-5428-4bca-a3a1-5b8795aa5a051653536836828MANGOWomenBlackSolidStilettosWalletsMANGOWomenHandbagsMANGOW1.jpg",belts,mango,359,15,"accessories,women-accessories,belts,mango-belts",Haryana - 122102,Buy MANGO Women Green Semi Transparent Belt - Belts for Women from MANGO at Rs. 2031. Style ID: 18257384,"MANGO Women Green Semi Transparent Belt,  MANGO, Belts, Belts, Accessories, Accessories for Women, Buy MANGO Women Green Semi Transparent Belt Online in India, Buy Belts at best price"
328,Men Printed Derbys,KLEAT,0.0,0,7999,1359,"UK6,UK7,UK8,UK9,UK10",casual-shoes/kleat/kleat-men-black--red-printed-derbys/17053686/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17053686/2022/2/4/716a03b1-64f4-40a3-b2fc-46d4ca95c2c31643975866890KLEATMenBlackDerbys1.jpg",casual-shoes,kleat,6640,83,"footwear,men-footwear,casual-shoes,kleat-casual-shoes",Uttar Pradesh - 282005,Buy KLEAT Men Black & Red Printed Derbys - Casual Shoes for Men from KLEAT at Rs. 1359. Style ID: 17053686,"KLEAT Men Black & Red Printed Derbys,  KLEAT, Casual Shoes, Shoes, Footwear, Footwear for Men, Buy KLEAT Men Black & Red Printed Derbys Online in India, Buy Casual Shoes at best price"
329,Women Jeans,Harvard,0.0,0,1998,799,"26,28,30,32,34",jeans/harvard/harvard-women-black-light-fade-stretchable-jeans/15045782/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15045782/2022/2/28/7fb33ae6-f961-4bea-abbc-56aaa58a101a1646051534778-Harvard-Women-Black-Slim-Fit-Light-Fade-Stretchable-Jeans-66-1.jpg",jeans,harvard,1199,60,"clothing,women-clothing,jeans,harvard-jeans",Delhi - 110063,Buy Harvard Women Black Light Fade Stretchable Jeans - Jeans for Women from Harvard at Rs. 599. Style ID: 15045782,"Harvard Women Black Light Fade Stretchable Jeans,  Harvard, Jeans, Bottomwear, Apparel, Apparel for Women, Buy Harvard Women Black Light Fade Stretchable Jeans Online in India, Buy Jeans at best price"
330,Printed Nightdress,Sweet Dreams,0.0,0,869,782,"M,L,XL,XXL",nightdress/sweet-dreams/sweet-dreams-green-printed-maxi-nightdress/18366632/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18366632/2022/5/21/5e6bb339-7c5d-44c8-b8b6-f6ea99d2b89e1653125701559SweetDreamsWomenGreenNightdress1.jpg",nightdress,sweet-dreams,87,10,"clothing,women-clothing,nightdress,sweet-dreams-nightdress",Punjab - 160055,Buy Sweet Dreams Green Printed Maxi Nightdress - Nightdress for Women from Sweet Dreams at Rs. 695. Style ID: 18366632,"Sweet Dreams Green Printed Maxi Nightdress,  Sweet Dreams, Nightdress, Loungewear And Nightwear, Apparel, Apparel for Women, Buy Sweet Dreams Green Printed Maxi Nightdress Online in India, Buy Nightdress at best price"
331,Print Top,Fame Forever by Lifestyle,0.0,0,699,699,"XS,S,M,L,XL",tops/fame-forever-by-lifestyle/fame-forever-by-lifestyle-purple-print-top/18167250/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18167250/2022/5/6/ed8c538c-a1e1-4ec9-8551-69acda63a0cd1651776600367FameForeverbyLifestylePurplePrintTop1.jpg",tops,fame-forever-by-lifestyle,0,0,"clothing,women-clothing,tops,fame-forever-by-lifestyle-tops",Karnataka - 560067,Buy Fame Forever By Lifestyle Women White Printed Top - Tops for Women from Fame Forever By Lifestyle at Rs. 699. Style ID: 18167250,"Fame Forever By Lifestyle Women White Printed Top,  Fame Forever By Lifestyle, Tops, Topwear, Apparel, Apparel for Women, Buy Fame Forever By Lifestyle Women White Printed Top Online in India, Buy Tops at best price"
332,Tea Tree Body Wash - 200 ml,FOAMZO,0.0,0,499,399,200-220 ML,body-wash-and-scrub/foamzo/foamzo-tea-tree-body-wash-with-aloe-vera---200-ml--free-loofah/18007782/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18007782/2022/4/23/99169b91-9290-4fb1-87c6-bb863d15605a1650707326190FOAMZOTeaTreeandAloeVeraBodyWash200ml1.jpg",body-wash-and-scrub,foamzo,100,20,"personal-care,unisex-personal-care,body-wash-and-scrub,foamzo-body-wash-and-scrub",DELHI - 110029,Buy FOAMZO Tea Tree Body Wash With Aloe Vera   200 Ml & Free Loofah - Body Wash And Scrub for Unisex from FOAMZO at Rs. 399. Style ID: 18007782,"FOAMZO Tea Tree Body Wash With Aloe Vera   200 Ml & Free Loofah,  FOAMZO, Body Wash And Scrub, Bath And Body, Personal Care, Personal Care for Unisex, Buy FOAMZO Tea Tree Body Wash With Aloe Vera   200 Ml & Free Loofah Online in India, Buy Body Wash And Scrub at best price"
333,Women Printed A-Line Midi Dress,Suta,0.0,0,4470,2905,"XS,S,M,L,XL,XXL",dresses/suta/suta-women-black--blue-printed-a-line-midi-dress/18229070/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18229070/2022/5/11/a4cba256-5f48-4a54-b69a-e545a6d798cf1652265264023Dresses1.jpg",dresses,suta,1565,35,"clothing,women-clothing,dresses,suta-dresses",Maharashtra - 400098,Buy Suta Women Black & Blue Printed A Line Midi Dress - Dresses for Women from Suta at Rs. 2682. Style ID: 18229070,"Suta Women Black & Blue Printed A Line Midi Dress,  Suta, Dresses, Dress, Apparel, Apparel for Women, Buy Suta Women Black & Blue Printed A Line Midi Dress Online in India, Buy Dresses at best price"
334,Solid Top,Polo Ralph Lauren,0.0,0,7000,7000,"XS,S,M,L,XL",tops/polo-ralph-lauren/polo-ralph-lauren-green-solid-top/18108232/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18108232/2022/4/30/3378a393-eb86-4720-9f3a-5a907481aed11651334194596PoloRalphLaurenGreenTop1.jpg",tops,polo-ralph-lauren,0,0,"clothing,women-clothing,tops,polo-ralph-lauren-tops",Karnataka - 560044,Buy Polo Ralph Lauren Green Solid Top - Tops for Women from Polo Ralph Lauren at Rs. 6300. Style ID: 18108232,"Polo Ralph Lauren Green Solid Top,  Polo Ralph Lauren, Tops, Topwear, Apparel, Apparel for Women, Buy Polo Ralph Lauren Green Solid Top Online in India, Buy Tops at best price"
335,Men Joggers Trousers,Celio,0.0,0,2999,1799,"30,32,34,36",trousers/celio/celio-men-black-printed-joggers-trousers/15671438/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15671438/2021/9/29/055e1778-c2ab-41d3-9906-b4d12cf9b2241632896299116CelioMenBlackPrintedJoggersTrousers1.jpg",trousers,celio,1200,40,"clothing,men-clothing,trousers,celio-trousers",Maharashtra - 400063,Buy Celio Men Black Printed Joggers Trousers - Trousers for Men from Celio at Rs. 1799. Style ID: 15671438,"Celio Men Black Printed Joggers Trousers,  Celio, Trousers, Bottomwear, Apparel, Apparel for Men, Buy Celio Men Black Printed Joggers Trousers Online in India, Buy Trousers at best price"
336,Women Printed Kurti with Salwar With Dupatta,ETHNIC STREET,0.0,0,3999,1799,"S,M,L,XL,XXL",kurta-sets/ethnic-street/ethnic-street-women-pink-ethnic-motifs-printed-pure-cotton-kurti-with-salwar--with-dupatta/18155772/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18155772/2022/5/5/a890d378-12ea-4b0a-9d5d-03ea85e624071651745739896ETHNICSTREETWomenPinkEthnicMotifsPrintedPureCottonKurtiwithS1.jpg",kurta-sets,ethnic-street,2200,55,"clothing,women-clothing,kurta-sets,ethnic-street-kurta-sets",RAJASTHAN - 302020,Buy ETHNIC STREET Women Pink Ethnic Motifs Printed Pure Cotton Kurti With Salwar & With Dupatta - Kurta Sets for Women from ETHNIC STREET at Rs. 1799. Style ID: 18155772,"ETHNIC STREET Women Pink Ethnic Motifs Printed Pure Cotton Kurti With Salwar & With Dupatta,  ETHNIC STREET, Kurta Sets, Apparel Set, Apparel, Apparel for Women, Buy ETHNIC STREET Women Pink Ethnic Motifs Printed Pure Cotton Kurti With Salwar & With Dupatta Online in India, Buy Kurta Sets at best price"
337,Women Solid Gym Tights,NEU LOOK FASHION,3.8,24,1300,637,"S,M,L,XL,XXL",tights/neu-look-fashion/neu-look-fashion-women-pink-solid-gym-tights/14225140/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/4/30/b898bc15-c4d9-4245-bb66-7ae731b6a61b1619766668666-1.jpg",tights,neu-look-fashion,663,51,"clothing,women-clothing,tights,neu-look-fashion-tights",Uttar pradesh - 201305,Buy NEU LOOK FASHION Women Pink Solid Gym Tights - Tights for Women from NEU LOOK FASHION at Rs. 637. Style ID: 14225140,"NEU LOOK FASHION Women Pink Solid Gym Tights,  NEU LOOK FASHION, Tights, Bottomwear, Apparel, Apparel for Women, Buy NEU LOOK FASHION Women Pink Solid Gym Tights Online in India, Buy Tights at best price"
338,Ethnic Cotton Table Runner,SEJ by Nisha Gupta,4.4,140,1849,554,Onesize,runners/sej-by-nisha-gupta/sej-by-nisha-gupta-red--pink-ethnic-print-rectangular-cotton-table-runner/1390849/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/1390849/2016/6/13/11465811519179-SEJ-by-Nisha-Gupta-Unisex-Table-Runner-1571465811519085-1.jpg",runners,sej-by-nisha-gupta,1295,70,"home-furnishing,unisex-home-furnishing,runners,sej-by-nisha-gupta-runners",Delhi - 110041,Buy SEJ By Nisha Gupta Red & Pink Ethnic Print Rectangular Cotton Table Runner - Runners for Unisex from SEJ By Nisha Gupta at Rs. 554. Style ID: 1390849,"SEJ By Nisha Gupta Red & Pink Ethnic Print Rectangular Cotton Table Runner,  SEJ By Nisha Gupta, Runners, Home Furnishing, Home, Home for Unisex, Buy SEJ By Nisha Gupta Red & Pink Ethnic Print Rectangular Cotton Table Runner Online in India, Buy Runners at best price"
339,Women Solid Dress,Veni Vidi Vici,3.8,19,2370,1066,"XS,S,M,L",co-ords/veni-vidi-vici/veni-vidi-vici-women-attractive-nude-solid-dress/14025888/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14025888/2021/9/23/9eadab6d-61ad-48d6-b4e2-dee390a6276a1632373557504-VENI-VIDI-VICI-Fawn-Lace-up-Suede-Co-Ordinate-Dress-90816323-1.jpg",co-ords,veni-vidi-vici,1304,55,"clothing,women-clothing,co-ords,veni-vidi-vici-co-ords",Delhi - 110049,Buy Veni Vidi Vici Women Attractive Nude Solid Dress - Co Ords for Women from Veni Vidi Vici at Rs. 1066. Style ID: 14025888,"Veni Vidi Vici Women Attractive Nude Solid Dress,  Veni Vidi Vici, Co Ords, Apparel Set, Apparel, Apparel for Women, Buy Veni Vidi Vici Women Attractive Nude Solid Dress Online in India, Buy Co Ords at best price"
340,Women Solid Denim Dungarees,Miss Chase,3.8,48,2999,1199,"26,28,30,32,34",dungarees/miss-chase/miss-chase-women-blue-solid-denim-dungarees/12238124/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/8/11/5dde654f-7838-4218-a6a3-9efff4ae4f611597103929316-5.jpg",dungarees,miss-chase,1800,60,"clothing,women-clothing,dungarees,miss-chase-dungarees",West Bengal - 700039,Buy Miss Chase Women Blue Solid Denim Dungarees - Dungarees for Women from Miss Chase at Rs. 1199. Style ID: 12238124,"Miss Chase Women Blue Solid Denim Dungarees,  Miss Chase, Dungarees, Bottomwear, Apparel, Apparel for Women, Buy Miss Chase Women Blue Solid Denim Dungarees Online in India, Buy Dungarees at best price"
341,Plus Size Pleated Flared Midi Satin Skirt,Uptownie Lite,0.0,0,1999,899,"32,34,36,38",skirts/uptownie-lite/uptownie-lite-plus-size-black-solid-pleated-flared-midi-satin-skirt/14362048/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/5/20/0d986c99-4015-487c-ad4d-e0cf9065b1d21621526472865-1.jpg",skirts,uptownie-lite,1100,55,"clothing,women-clothing,skirts,uptownie-lite-skirts",West bengal - 700027,Buy Uptownie Lite Plus Size Black Solid Pleated Flared Midi Satin Skirt - Skirts for Women from Uptownie Lite at Rs. 619. Style ID: 14362048,"Uptownie Lite Plus Size Black Solid Pleated Flared Midi Satin Skirt,  Uptownie Lite, Skirts, Bottomwear, Apparel, Apparel for Women, Buy Uptownie Lite Plus Size Black Solid Pleated Flared Midi Satin Skirt Online in India, Buy Skirts at best price"
342,Heavy Winter 354 GSM Blanket,Spangle,3.2,53,2998,848,Double King,blankets-quilts-and-dohars/spangle/spangle-black--grey-geometric-heavy-winter-354-gsm-double-bed-blanket/13698294/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13698294/2021/11/18/19592c7a-2c5c-4274-9b3f-404ec14f30731637227508155SpangleBlackGreyGeometricHeavyWinter354GSMDoubleBedBlanket1.jpg",blankets-quilts-and-dohars,spangle,2150,71,"home-furnishing,unisex-home-furnishing,blankets-quilts-and-dohars,spangle-blankets-quilts-and-dohars",Rajasthan - 302013,Buy Spangle Black & Grey Geometric Heavy Winter 354 GSM Double Bed Blanket - Blankets Quilts And Dohars for Unisex from Spangle at Rs. 848. Style ID: 13698294,"Spangle Black & Grey Geometric Heavy Winter 354 GSM Double Bed Blanket,  Spangle, Blankets Quilts And Dohars, Bedding, Home, Home for Unisex, Buy Spangle Black & Grey Geometric Heavy Winter 354 GSM Double Bed Blanket Online in India, Buy Blankets Quilts And Dohars at best price"
343,Women Regular Fit Peg Trousers,Bitterlime,3.9,162,1199,659,"26,28,30,32,34,36",trousers/bitterlime/bitterlime-women-grey-relaxed-regular-fit-solid-peg-trousers/8999471/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/3/9/8b19311c-7374-41a8-958e-55c7c8f2f81c1552106510752-1.jpg",trousers,bitterlime,540,45,"clothing,women-clothing,trousers,bitterlime-trousers",Delhi - 110045,Buy Bitterlime Women Grey Relaxed Regular Fit Solid Peg Trousers - Trousers for Women from Bitterlime at Rs. 659. Style ID: 8999471,"Bitterlime Women Grey Relaxed Regular Fit Solid Peg Trousers,  Bitterlime, Trousers, Bottomwear, Apparel, Apparel for Women, Buy Bitterlime Women Grey Relaxed Regular Fit Solid Peg Trousers Online in India, Buy Trousers at best price"
344,Men Cotton Slim Fit Shirt,HERE&NOW,0.0,0,2099,734,"38,40,42,44,46",shirts/herenow/herenow-men-maroon--white-pure-cotton-slim-fit-floral-printed-casual-shirt/17135818/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17135818/2022/5/20/d72c8c34-22ad-4570-8ac0-6589048cafb41653033508456-HERENOW-Men-Maroon-Slim-Fit-Floral-Printed-Casual-Shirt-6961-1.jpg",shirts,herenow,1365,65,"clothing,men-clothing,shirts,here-and-now-shirts",Delhi - 110001,Buy HERE&NOW Men Maroon & White Pure Cotton Slim Fit Floral Printed Casual Shirt - Shirts for Men from HERE&NOW at Rs. 734. Style ID: 17135818,"HERE&NOW Men Maroon & White Pure Cotton Slim Fit Floral Printed Casual Shirt,  HERE&NOW, Shirts, Topwear, Apparel, Apparel for Men, Buy HERE&NOW Men Maroon & White Pure Cotton Slim Fit Floral Printed Casual Shirt Online in India, Buy Shirts at best price"
345,Striped 500 GSM Bath Towels,ROMEE,4.6,9,499,274,Onesize,bath-towels/romee/romee-grey-striped-500-gsm-cotton-bath-towels/17652052/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17652052/2022/3/31/6c1de1ac-6522-4232-bec3-59bcfe2d63191648714266160ROMEEGreyStriped500GSMCottonBathTowels1.jpg",bath-towels,romee,225,45,"home-furnishing,unisex-home-furnishing,bath-towels,romee-bath-towels",Delhi - 110025,Buy ROMEE Grey Striped 500 GSM Cotton Bath Towels - Bath Towels for Unisex from ROMEE at Rs. 249. Style ID: 17652052,"ROMEE Grey Striped 500 GSM Cotton Bath Towels,  ROMEE, Bath Towels, Bath, Home, Home for Unisex, Buy ROMEE Grey Striped 500 GSM Cotton Bath Towels Online in India, Buy Bath Towels at best price"
346,Men Colourblocked Pullover,Roadster,4.2,22,1799,989,"S,M,L,XL",sweaters/roadster/roadster-men-black--maroon-colourblocked-pullover/14320120/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14320120/2021/12/8/42adc1bd-3007-49ef-b40a-734dbdbcd12a1638960934860-Roadster-Men-Sweaters-5541638960934203-1.jpg",sweaters,roadster,810,45,"clothing,men-clothing,sweaters,roadster-sweaters",Haryana - 122102,Buy Roadster Men Black & Maroon Colourblocked Pullover - Sweaters for Men from Roadster at Rs. 899. Style ID: 14320120,"Roadster Men Black & Maroon Colourblocked Pullover,  Roadster, Sweaters, Topwear, Apparel, Apparel for Men, Buy Roadster Men Black & Maroon Colourblocked Pullover Online in India, Buy Sweaters at best price"
347,Women Heels,Scholl,0.0,0,1999,1999,"EURO36,EURO37,EURO38,EURO39,EURO40,EURO41",heels/scholl/scholl-women-black-solid-heels/12752778/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/10/16/667ab0da-03d9-48dc-adc2-4509957212d11602801731708-1.jpg",heels,scholl,0,0,"footwear,women-footwear,heels,scholl-heels",Haryana - 122504,Buy Scholl Women Black Solid Heels - Heels for Women from Scholl at Rs. 1699. Style ID: 12752778,"Scholl Women Black Solid Heels, Scholl, Heels, Shoes, Footwear, Footwear for Women, Buy Scholl Women Black Solid Heels Online in India, Buy Heels at best price"
